epoch,capsnet_acc,capsnet_loss,decoder_loss,loss,val_capsnet_acc,val_capsnet_loss,val_decoder_loss,val_loss
0,0.7655303013896702,0.14173829117883938,0.045353855520035284,0.15951700204174327,0.8134090873328123,0.11823404902084307,0.04016197924925522,0.13397754444317383
1,0.8336262605407021,0.10692789288181247,0.039541135041626416,0.1224280173617481,0.8491363633762706,0.09960480144416745,0.039019038595936514,0.1149002641100775
2,0.8574191909546804,0.09297440328418907,0.038563044976932234,0.10809111656677542,0.8370454514568503,0.10520312019877813,0.037885892154140906,0.12005438943478194
3,0.8774595965941747,0.08045953462144943,0.03747524737164077,0.0951498312668668,0.8829545465382662,0.07777295110916549,0.03709124258973382,0.09231271787800573
4,0.9011565671123639,0.06680267783860215,0.037002733029951954,0.08130774887824299,0.8935909116810018,0.07258371168916876,0.038011239096522334,0.08748411714014682
5,0.92562121405746,0.05237877600064332,0.03660430387697286,0.06672766272147948,0.8963636368513107,0.07178554128516804,0.03657135860147801,0.08612151328812946
6,0.9473484857214822,0.038703068514175785,0.036294552052600515,0.05293053258774859,0.9062727267091925,0.0666825932873921,0.036280630901455876,0.08090460017662157
7,0.964070712917983,0.027832561073062773,0.03599854957481677,0.04194399218046756,0.901272728768262,0.07013709076087583,0.03617700089446523,0.08431847478178414
8,0.975580817641634,0.019563956679470574,0.035754238564822106,0.03357961784972988,0.9039090909741142,0.07170708873732523,0.036197115209969606,0.0858963575383479
9,0.9841262733695483,0.013560335629330383,0.03553632809639429,0.027490575860414392,0.9004090916026722,0.07334796543317762,0.03583737660030072,0.0873962167142467
10,0.9891060697610932,0.009648889040861353,0.03535117633509064,0.023506549764612708,0.9043181814930655,0.07287412108006802,0.036001158886673774,0.08698657488619739
11,0.9919646534955863,0.007168718722367876,0.03518728838499748,0.020962135417085855,0.9010909099470485,0.07608046916906129,0.035811842207542875,0.0901187111708251
12,0.9939444499786454,0.005367221072891779,0.03499636875296181,0.019085797267222798,0.9046818202192133,0.07451383408836343,0.035708401606164196,0.08851152700795369
13,0.9951616206554451,0.004093311586804721,0.034819904955649614,0.01774271399281317,0.9020000024275346,0.07669864271513441,0.035501050483435395,0.09061505403369666
14,0.9958232363065084,0.0033210696750279336,0.03468696086225335,0.016918357944755692,0.9010909113016996,0.07787329676053063,0.03541048512032086,0.09175420654937624
15,0.9964343468348186,0.002691930039226362,0.03455689606078045,0.016238232930143825,0.9039545471018011,0.07644573117352345,0.03542364403944124,0.09033179928294637
16,0.9968080838521322,0.002193476027466636,0.034433982925809396,0.01569159696010327,0.9029090921987187,0.07660568011077967,0.0353184792721136,0.09045052364129912
17,0.9970353563626607,0.001932711837524939,0.03432342999831143,0.015387496035640137,0.9048636376857757,0.07547325274314393,0.03508060325614431,0.08922484883699905
18,0.9972222248713175,0.0016246433977419822,0.03421626096083359,0.015037417349245663,0.9039545481855219,0.07615628240799362,0.03497009888630022,0.08986456074159253
19,0.9973434368468295,0.0015377355338589242,0.03413947169584307,0.01492040808914662,0.9025000005960464,0.07698415625332432,0.03494037864729762,0.09068078444424
20,0.9976010123888651,0.0013100525097995315,0.034069968663118406,0.014665479888443392,0.9036363669417121,0.07657338761809197,0.03485114862295714,0.09023503742434762
21,0.9976919213930766,0.001294037007366771,0.0340238812191393,0.014631398096492495,0.9040909125046297,0.07692627929659053,0.034856012116440314,0.09058983559635553
22,0.9979141434033711,0.0011625890598927734,0.033967584796776674,0.014477881962301755,0.9028636379675432,0.07829696125435558,0.03482440036128868,0.09194812559607354
23,0.9980808099110922,0.0009964430557637698,0.03391601894558831,0.014291522131687162,0.9027272736484354,0.07780992036516016,0.03487149875780398,0.09147954740646211
24,0.9982373753882418,0.0009383075636832233,0.03387914726397756,0.014218932941480718,0.9019545487382196,0.07783314394341274,0.03465845931152051,0.09141925981437618
25,0.9983585874239603,0.0008738044808172741,0.03383341072352998,0.01413650114766576,0.9022272741252726,0.0775176349434663,0.03462707951495593,0.09109144988046451
26,0.9984646479288737,0.0007992498870550267,0.03379651747192397,0.014047484385846841,0.9027272750030865,0.07718936149030924,0.03456867650489916,0.09074028237638149
27,0.9985555569029818,0.000749381838088975,0.03376039139775917,0.013983454927331721,0.9037272743203423,0.07770098004998131,0.03457143233919686,0.09125298129563982
28,0.9986515164375305,0.000701128952642887,0.03372620300888413,0.01392180018616144,0.9035000034353949,0.07740921674465591,0.03449698980389671,0.09093203632669015
29,0.998717172940572,0.0006780192113913499,0.033697099177486665,0.013887281742680705,0.9030454576015472,0.07731420878659595,0.03449028660119934,0.09083440048112111
30,0.9987828294436137,0.0006142313573354037,0.03366804601380018,0.01381210504767645,0.9044090899554166,0.07676651664078235,0.03439909286627715,0.09025096058506857
31,0.9988383849461874,0.0005741609617326684,0.03364425586404825,0.013762708929263883,0.9043636370788921,0.07710197457027707,0.03445864341814409,0.09060976237735965
32,0.9989191929499308,0.0005424243374071757,0.03362117837644135,0.013721925911089086,0.9033181846141816,0.07732364381240173,0.03439782010391355,0.0908075888556513
33,0.9990000009536744,0.0005150953681451118,0.033601092486030826,0.013686723282767667,0.9033181843432513,0.077070973593403,0.03434053474867886,0.09053246290846305
34,0.9990656574567159,0.0004882961079986366,0.03358138443036664,0.013652198452671821,0.9038636362010782,0.0777935377406803,0.0343513362956318,0.09125926115296104
35,0.9991313139597575,0.00044845287080881986,0.03356588572132015,0.013606279720128938,0.9038636378266595,0.07753172994337298,0.034310120064765214,0.09098129655996506
36,0.9991868694623312,0.0004232212557348526,0.03355330816291348,0.013576117704500153,0.9032272734425285,0.07788038800724528,0.0343196148222143,0.09133367697623643
37,0.999202020963033,0.0004140010566239386,0.03354205402423336,0.01356248590210923,0.9038636367429387,0.07753294910388914,0.03430723612281409,0.09098138541660526
38,0.9992929299672445,0.0003730682958829425,0.03353035492690826,0.013516967064428209,0.9036363639614798,0.07761466814713044,0.03429037070071155,0.0910564930432222
39,0.9993080814679464,0.0003566081921099337,0.03352081795890975,0.013496768499037835,0.902636363289573,0.07791177191856233,0.03425312183628028,0.09133899535306475
40,0.9993585864702861,0.00033662616213903654,0.03351181076858381,0.013473255656697233,0.9017727288332853,0.0784971452826126,0.034273783125999296,0.09193246786228636
41,0.9994191924730936,0.0003218500745411817,0.03350283578226362,0.013454961372219553,0.9040000029585579,0.07769126764244653,0.034255765971135006,0.09111952776597305
42,0.9994444449742635,0.0003157054991962299,0.03349474459942995,0.013445645037361167,0.903772730177099,0.0778097703544931,0.03422504168173129,0.09122598633508791
43,0.9994949499766032,0.00029762500642793597,0.03348661040266355,0.013424375939248789,0.9036363639614798,0.07774884724481539,0.03421140820295973,0.09115971894088117
44,0.9995101014773051,0.000286537879775829,0.03348055367047588,0.01341091457829632,0.9036363650452007,0.07770948927341537,0.03422497878359123,0.09112568055702881
45,0.999540404478709,0.0002720695227995292,0.033474902174614296,0.013394230822891448,0.9036363642324101,0.07790680867196484,0.03420933276753534,0.09131686668843031
46,0.9995606064796447,0.0002627213694848916,0.03347038009081676,0.013383110022793214,0.9031818189404227,0.07816855989565903,0.03421610162000765,0.09158127145333723
47,0.9996060609817505,0.0002442791928260422,0.033465761748716384,0.01336285745950811,0.9030000028285113,0.07842219913886352,0.03420853272757747,0.0918319432572885
48,0.9996060609817505,0.0002506175454008781,0.03346093862101135,0.01336730513862814,0.9035909108140252,0.07785490697927096,0.03419553844935515,0.09125955788926644
49,0.9996262629826863,0.00022840851451238423,0.033457058384036176,0.013343575066708104,0.9031818194822832,0.07816142588853836,0.03418636047704653,0.09156247892163016
