epoch,capsnet_acc,capsnet_loss,decoder_loss,loss,val_capsnet_acc,val_capsnet_loss,val_decoder_loss,val_loss
15,0.4803636350113936,0.40413893798385003,0.03574280821520722,0.4181501183997501,0.4038181800733913,0.4047798112034798,0.04046049519357356,0.42064032541079954
16,0.4432222206032637,0.40409684498803783,0.03584661518477581,0.4181487178411147,0.4038181806152517,0.403148572688753,0.03488462430170991,0.41682334488088435
17,0.4340757560850394,0.40398591163784564,0.035633920422858664,0.41795440800864286,0.4038636351173574,0.40296040895310314,0.037014617923308506,0.4174701376394792
18,0.460772725781708,0.4040663703523501,0.03563859254648589,0.41803669827152984,0.4038181802088564,0.4043272397734902,0.034187394465235145,0.4177286977117712
19,0.4137222207856901,0.4042622344361411,0.03526642436368598,0.4180866724011874,0.4038636351173574,0.40484066835858606,0.03579642420465296,0.41887286644090305
20,0.42879292770768657,0.4035780474995122,0.03587348143372572,0.4176404518009436,0.4037727266550064,0.4039117860523137,0.034686591958796434,0.41750893091613595
21,0.4383535340654128,0.4038400539996648,0.03595021489462016,0.41793253799580565,0.4037727263840762,0.4045979123223912,0.034118231504478236,0.41797225800427523
22,0.455075756422799,0.4042529308735722,0.03552082751153244,0.4181770946190815,0.5927272718061101,0.4047086050564593,0.03607381988655437,0.41884954233061183
23,0.5279797961013486,0.40404717153069947,0.035362651552816836,0.41790933038550193,0.5940454525026408,0.4046872542663054,0.03349201443859122,0.4178161239082163
24,0.49057575625301614,0.4042568219430519,0.035000062602186445,0.4179768460868585,0.4038636353882876,0.4045716567472978,0.035980583871291445,0.41867604513059964
25,0.46841413964978373,0.40365758062613133,0.03586632574184073,0.4177171801828375,0.593181815337051,0.40421013967557384,0.03396474448964,0.41752431880344043
26,0.4611212106891955,0.4036026679957756,0.03677540429858397,0.41801862627869907,0.4167272705923427,0.4045941868966276,0.03522165536203168,0.41840107535774057
27,0.4898737357571872,0.4032317331342986,0.03657187976206493,0.417567909396056,0.5934545443816619,0.3709629607471553,0.038028913346881216,0.38587029386650434
28,0.43754040270742744,0.4007526501110106,0.03773337324159314,0.4155441321507849,0.4037727258422158,0.40421602576971055,0.03922546939416365,0.4195924091068181
29,0.42252525139336633,0.3710738377438651,0.04091582242963892,0.3871128397608044,0.4037727257067507,0.38879447443918747,0.040191958726129746,0.4045497223734856
30,0.4318383825999318,0.3211817173268458,0.04259090834306647,0.3378773531453176,0.4039090889421376,0.3153103305534883,0.07854003239084374,0.346098021756519
31,0.4206414133310318,0.3173465198639667,0.04159760740444516,0.33365278128873216,0.40377272672273895,0.3319620116190477,0.04175251473418691,0.3483289967883717
32,0.44590403926793976,0.2987859815283857,0.04098349978037254,0.31485151300075076,0.7414545462890105,0.17117249477993357,0.040712130306796594,0.18713164979761296
33,0.7423282826940218,0.1689591823427966,0.040908838541369244,0.18499544662131806,0.6465909109874205,0.21379251913590866,0.04427179509604519,0.23114706271074034
34,0.7850202004265303,0.1452021295712753,0.040299281681125815,0.16099944761530918,0.7986363630403172,0.13358633917841045,0.039988089352846146,0.1492616698823192
35,0.7989949474431047,0.13623514109187657,0.03962710515567751,0.15176896600786483,0.8038636340336366,0.13575770076025617,0.03876193304630843,0.15095237781378357
36,0.802025251075475,0.13293767632784867,0.03940280566387104,0.14838357576065594,0.8095454541119662,0.12591770562258633,0.03774535649202087,0.1407138852910562
37,0.8064494930734538,0.12957553300592634,0.0389671681505261,0.14485066243720174,0.8091363616965034,0.12419365678321231,0.038044050302017816,0.13910692384974524
38,0.8090151492092345,0.12748516606486807,0.03870482661883638,0.14265745760440224,0.8126363626935266,0.12327252921055663,0.038343804617497056,0.13830330002714286
39,0.8106515131213449,0.12632702846418728,0.03852519630971882,0.14142890499547275,0.8109545444900339,0.1273933493616906,0.039687139507044444,0.14295070767402648
40,0.8122323218319151,0.12407234364160985,0.03827372198228282,0.13907564225597213,0.8012727268717506,0.1350908922539516,0.03821349508044394,0.1500705819238316
41,0.8139595944472033,0.12280020886900449,0.03815675000801231,0.13775765433756992,0.8150454532016408,0.12400786395777355,0.039597672715105794,0.13953015106645497
42,0.8153636342046237,0.12126860381527381,0.037983517646977695,0.13615814237432047,0.8102272692051801,0.12188849835233255,0.03674036049368706,0.1362907193939794
43,0.8165909071462323,0.12038776407187635,0.03772581732182792,0.13517628409570515,0.81813636042855,0.11612984788688746,0.03836881409991871,0.13117042261768472
44,0.8174494936911747,0.11981732383219883,0.03760581056051182,0.13455880100302625,0.8005909077145836,0.12907299081032927,0.03725562718781558,0.14367719614370303
45,0.8181262607225264,0.1187141790195848,0.0373277825877221,0.13334666940223688,0.8209090885790912,0.1148427720435641,0.03685587151822719,0.12929027297280052
46,0.8191363619132476,0.1175929467748813,0.03723253028072191,0.13218809817023952,0.8228636335242878,0.11387926495888016,0.03635865179821849,0.12813185615973038
47,0.820666664507654,0.11711168771967141,0.03705571871439014,0.1316375290354093,0.822681816870516,0.11892220032486049,0.03669092192907225,0.13330504088239237
48,0.8218939375395726,0.11612897240603813,0.03689788228484115,0.13059294186156206,0.8229545427994295,0.11323858164250851,0.03643385398794304,0.1275206522508101
49,0.8218787863399043,0.11593344922770153,0.03689966629626173,0.13039811805191667,0.8252727237614719,0.11583481596952135,0.03682348083027385,0.1302696201611649
